C	R	TRAIT_CODE_CLEAN	StudyC	StudyR	DISEASE/TRAIT	N_C	COHORT_C	Cosine_C	PUBMED ID	MAPPED_GENE	PMID	Reported Trait	COHORT_R	N_R	Ancestry	Cosine_R	GeneCount	StudyTrait
GCST90432132	34375979	EFO_0003948	GCST90432132_EFO_0003948	34375979_EFO_0003948	Gastroesophageal reflux disease (UKB data field 20002_1138)	329707.0	UKB	0.8487116	37965154	5.0	34375979	Gastro-oesophageal reflux disease	UKB	266291.0	EUR	0.96583366	15	34375979_EFO_0003948
GCST012465	28195573	MONDO_0004985	GCST012465_MONDO_0004985	28195573_MONDO_0004985	Bipolar disorder	413466.0		1.0	34002096	41.0	28195573	Bipolar disorder	Faroe Islands	242.0	EUR	0.99999994	4	28195573_MONDO_0004985
GCST002385	34375979	MONDO_0004985	GCST002385_MONDO_0004985	34375979_MONDO_0004985	Bipolar disorder	24025.0		1.0000004	24618891	4.0	34375979	Bipolar affective disorder| current episode manic without pssymptoms	UKB	281104.0	EUR	0.6842015	5	34375979_MONDO_0004985
GCST002385	28195573	MONDO_0004985	GCST002385_MONDO_0004985	28195573_MONDO_0004985	Bipolar disorder	24025.0		1.0000004	24618891	4.0	28195573	Bipolar disorder	Faroe Islands	242.0	EUR	0.99999994	4	28195573_MONDO_0004985
GCST011102	34375979	MONDO_0004985	GCST011102_MONDO_0004985	34375979_MONDO_0004985	Bipolar disorder	58182.0		1.0000002	33263727	12.0	34375979	Bipolar affective disorder| current episode manic without pssymptoms	UKB	281104.0	EUR	0.6842015	5	34375979_MONDO_0004985
GCST011102	28195573	MONDO_0004985	GCST011102_MONDO_0004985	28195573_MONDO_0004985	Bipolar disorder	58182.0		1.0000002	33263727	12.0	28195573	Bipolar disorder	Faroe Islands	242.0	EUR	0.99999994	4	28195573_MONDO_0004985
GCST000044	34375979	MONDO_0004985	GCST000044_MONDO_0004985	34375979_MONDO_0004985	Bipolar disorder	4806.0		1.0000002	17554300	6.0	34375979	Bipolar affective disorder| current episode manic without pssymptoms	UKB	281104.0	EUR	0.6842015	5	34375979_MONDO_0004985
GCST000044	28195573	MONDO_0004985	GCST000044_MONDO_0004985	28195573_MONDO_0004985	Bipolar disorder	4806.0		1.0000002	17554300	6.0	28195573	Bipolar disorder	Faroe Islands	242.0	EUR	0.99999994	4	28195573_MONDO_0004985
GCST011767	34375979	MONDO_0004985	GCST011767_MONDO_0004985	34375979_MONDO_0004985	Bipolar disorder	119005.0		1.0	33169155	5.0	34375979	Bipolar affective disorder| current episode manic without pssymptoms	UKB	281104.0	EUR	0.6842015	5	34375979_MONDO_0004985
GCST011767	28195573	MONDO_0004985	GCST011767_MONDO_0004985	28195573_MONDO_0004985	Bipolar disorder	119005.0		1.0	33169155	5.0	28195573	Bipolar disorder	Faroe Islands	242.0	EUR	0.99999994	4	28195573_MONDO_0004985
GCST90446535	25187575	EFO_0000319	GCST90446535_EFO_0000319	25187575_EFO_0000319	Cardiovascular disease	459138.0	UKB	1.0	37947095	26.0	25187575	Cardiovascular disease risk	NHLBI-ESP,CHARGE	9159.0	EUR, AFR	0.7772347	5	25187575_EFO_0000319
GCST007072	34375979	EFO_0000319	GCST007072_EFO_0000319	34375979_EFO_0000319	Cardiovascular disease	459000.0		1.0	30595370	164.0	34375979	Other disorders affecting efunction	UKB	281104.0	EUR	0.21939021	5	34375979_EFO_0000319
GCST007072	25187575	EFO_0000319	GCST007072_EFO_0000319	25187575_EFO_0000319	Cardiovascular disease	459000.0		1.0	30595370	164.0	25187575	Cardiovascular disease risk	NHLBI-ESP,CHARGE	9159.0	EUR, AFR	0.7772347	5	25187575_EFO_0000319
GCST90446792	21738570	EFO_0000384	GCST90446792_EFO_0000384	21738570_EFO_0000384	Crohn's disease	367592.0	NR	1.0	37156999	98.0	21738570	Crohn's disease	WTCCC	4690.0	EUR	1.0000002	19	21738570_EFO_0000384
GCST90446792	36038634	EFO_0000384	GCST90446792_EFO_0000384	36038634_EFO_0000384	Crohn's disease	367592.0	NR	1.0	37156999	98.0	36038634	Crohn's disease	Study36038634	120000.0	Mixed	1.0	7	36038634_EFO_0000384
GCST90446792	20549515	EFO_0000384	GCST90446792_EFO_0000384	20549515_EFO_0000384	Crohn's disease	367592.0	NR	1.0	37156999	98.0	20549515	Crohn's disease	WTCCC	4686.0	EUR	1.0	9	20549515_EFO_0000384
GCST90301327	34375979	EFO_0000384	GCST90301327_EFO_0000384	34375979_EFO_0000384	Crohn's disease	58538.0	CSMC|IIBDGC	1.0000002	37262302	10.0	34375979	Crohns disease	UKB	281104.0	EUR	0.97572047	3	34375979_EFO_0000384
GCST90301327	21738570	EFO_0000384	GCST90301327_EFO_0000384	21738570_EFO_0000384	Crohn's disease	58538.0	CSMC|IIBDGC	1.0000002	37262302	10.0	21738570	Crohn's disease	WTCCC	4690.0	EUR	1.0000002	19	21738570_EFO_0000384
GCST90301327	36038634	EFO_0000384	GCST90301327_EFO_0000384	36038634_EFO_0000384	Crohn's disease	58538.0	CSMC|IIBDGC	1.0000002	37262302	10.0	36038634	Crohn's disease	Study36038634	120000.0	Mixed	1.0	7	36038634_EFO_0000384
GCST90301327	20549515	EFO_0000384	GCST90301327_EFO_0000384	20549515_EFO_0000384	Crohn's disease	58538.0	CSMC|IIBDGC	1.0000002	37262302	10.0	20549515	Crohn's disease	WTCCC	4686.0	EUR	1.0	9	20549515_EFO_0000384
GCST000207	34375979	EFO_0000384	GCST000207_EFO_0000384	34375979_EFO_0000384	Crohn's disease	8059.0		1.0000002	18587394	11.0	34375979	Crohns disease	UKB	281104.0	EUR	0.97572047	3	34375979_EFO_0000384
GCST000207	21738570	EFO_0000384	GCST000207_EFO_0000384	21738570_EFO_0000384	Crohn's disease	8059.0		1.0000002	18587394	11.0	21738570	Crohn's disease	WTCCC	4690.0	EUR	1.0000002	19	21738570_EFO_0000384
GCST000207	36038634	EFO_0000384	GCST000207_EFO_0000384	36038634_EFO_0000384	Crohn's disease	8059.0		1.0000002	18587394	11.0	36038634	Crohn's disease	Study36038634	120000.0	Mixed	1.0	7	36038634_EFO_0000384
GCST000207	20549515	EFO_0000384	GCST000207_EFO_0000384	20549515_EFO_0000384	Crohn's disease	8059.0		1.0000002	18587394	11.0	20549515	Crohn's disease	WTCCC	4686.0	EUR	1.0	9	20549515_EFO_0000384
GCST90020071	34375979	EFO_0000384	GCST90020071_EFO_0000384	34375979_EFO_0000384	Crohn's disease	1219.0	other	1.0000002	35232999	8.0	34375979	Crohns disease	UKB	281104.0	EUR	0.97572047	3	34375979_EFO_0000384
GCST90020071	21738570	EFO_0000384	GCST90020071_EFO_0000384	21738570_EFO_0000384	Crohn's disease	1219.0	other	1.0000002	35232999	8.0	21738570	Crohn's disease	WTCCC	4690.0	EUR	1.0000002	19	21738570_EFO_0000384
GCST90020071	36038634	EFO_0000384	GCST90020071_EFO_0000384	36038634_EFO_0000384	Crohn's disease	1219.0	other	1.0000002	35232999	8.0	36038634	Crohn's disease	Study36038634	120000.0	Mixed	1.0	7	36038634_EFO_0000384
GCST90020071	20549515	EFO_0000384	GCST90020071_EFO_0000384	20549515_EFO_0000384	Crohn's disease	1219.0	other	1.0000002	35232999	8.0	20549515	Crohn's disease	WTCCC	4686.0	EUR	1.0	9	20549515_EFO_0000384
GCST90319897	34375979	EFO_0000384	GCST90319897_EFO_0000384	34375979_EFO_0000384	Crohn's disease	79121.0	KoGES|NR	1.0000001	37523193	10.0	34375979	Crohns disease	UKB	281104.0	EUR	0.97572047	3	34375979_EFO_0000384
GCST90319897	21738570	EFO_0000384	GCST90319897_EFO_0000384	21738570_EFO_0000384	Crohn's disease	79121.0	KoGES|NR	1.0000001	37523193	10.0	21738570	Crohn's disease	WTCCC	4690.0	EUR	1.0000002	19	21738570_EFO_0000384
GCST90319897	36038634	EFO_0000384	GCST90319897_EFO_0000384	36038634_EFO_0000384	Crohn's disease	79121.0	KoGES|NR	1.0000001	37523193	10.0	36038634	Crohn's disease	Study36038634	120000.0	Mixed	1.0	7	36038634_EFO_0000384
GCST90319897	20549515	EFO_0000384	GCST90319897_EFO_0000384	20549515_EFO_0000384	Crohn's disease	79121.0	KoGES|NR	1.0000001	37523193	10.0	20549515	Crohn's disease	WTCCC	4686.0	EUR	1.0	9	20549515_EFO_0000384
GCST004785	34375979	EFO_0004208	GCST004785_EFO_0004208	34375979_EFO_0004208	Vitiligo	40258.0		1.0	27723757	33.0	34375979	Vitiligo	UKB	244421.0	EUR	1.0	6	34375979_EFO_0004208
GCST000662	34375979	EFO_0004208	GCST000662_EFO_0004208	34375979_EFO_0004208	Vitiligo	4021.0		1.0	20410501	7.0	34375979	Vitiligo	UKB	244421.0	EUR	1.0	6	34375979_EFO_0004208
GCST001509	34375979	EFO_0004208	GCST001509_EFO_0004208	34375979_EFO_0004208	Vitiligo	3228.0		1.0	22561518	8.0	34375979	Vitiligo	UKB	244421.0	EUR	1.0	6	34375979_EFO_0004208
GCST000692	34375979	EFO_0004208	GCST000692_EFO_0004208	34375979_EFO_0004208	Vitiligo	2546.0		1.0	20526339	3.0	34375979	Vitiligo	UKB	244421.0	EUR	1.0	6	34375979_EFO_0004208
GCST90018808	34244158	MONDO_0005575	GCST90018808_MONDO_0005575	34244158_MONDO_0005575	Colorectal cancer	637693.0	BBJ|UKB|FinnGen	1.0	34594039	14.0	34244158	Colorectal cancer	MyCode	7763.0	EUR	1.0000001	11	34244158_MONDO_0005575
GCST90093302	34375979	MONDO_0005575	GCST90093302_MONDO_0005575	34375979_MONDO_0005575	Colorectal cancer	87609.0	BBJ	1.0000002	34671089	3.0	34375979	Large bowel cancer|colorectal cancer	UKB	281104.0	EUR	0.808173	11	34375979_MONDO_0005575
GCST90093302	34244158	MONDO_0005575	GCST90093302_MONDO_0005575	34244158_MONDO_0005575	Colorectal cancer	87609.0	BBJ	1.0000002	34671089	3.0	34244158	Colorectal cancer	MyCode	7763.0	EUR	1.0000001	11	34244158_MONDO_0005575
GCST90435268	34375979	MONDO_0005575	GCST90435268_MONDO_0005575	34375979_MONDO_0005575	Colorectal cancer	839703.0	UKB|BBJ|FinnGen|CORECT	1.0000001	38872215	59.0	34375979	Large bowel cancer|colorectal cancer	UKB	281104.0	EUR	0.808173	11	34375979_MONDO_0005575
GCST90435268	34244158	MONDO_0005575	GCST90435268_MONDO_0005575	34244158_MONDO_0005575	Colorectal cancer	839703.0	UKB|BBJ|FinnGen|CORECT	1.0000001	38872215	59.0	34244158	Colorectal cancer	MyCode	7763.0	EUR	1.0000001	11	34244158_MONDO_0005575
GCST007992	34375979	MONDO_0005575	GCST007992_MONDO_0005575	34375979_MONDO_0005575	Colorectal cancer	92967.0		1.0000001	31089142	35.0	34375979	Large bowel cancer|colorectal cancer	UKB	281104.0	EUR	0.808173	11	34375979_MONDO_0005575
GCST007992	34244158	MONDO_0005575	GCST007992_MONDO_0005575	34244158_MONDO_0005575	Colorectal cancer	92967.0		1.0000001	31089142	35.0	34244158	Colorectal cancer	MyCode	7763.0	EUR	1.0000001	11	34244158_MONDO_0005575
GCST90428118	34375979	MONDO_0005575	GCST90428118_MONDO_0005575	34375979_MONDO_0005575	Colorectal cancer	315260.0	UKB	1.0	38538606	96.0	34375979	Large bowel cancer|colorectal cancer	UKB	281104.0	EUR	0.808173	11	34375979_MONDO_0005575
GCST90428118	34244158	MONDO_0005575	GCST90428118_MONDO_0005575	34244158_MONDO_0005575	Colorectal cancer	315260.0	UKB	1.0	38538606	96.0	34244158	Colorectal cancer	MyCode	7763.0	EUR	1.0000001	11	34244158_MONDO_0005575
GCST90269607	36809768	EFO_0022148	GCST90269607_EFO_0022148	36809768_EFO_0022148	Total lipids in small VLDL (UKB data field 23510)	88329.0	UKB	0.92684275	36764567	18.0	36809768	Total Lipids in Small VLDL	UKB	98154.0	EUR	1.0000001	46	36809768_EFO_0022148
GCST002730	34375979	HP_0012115	GCST002730_HP_0012115	34375979_HP_0012115	Hepatitis	3000.0		1.0	25705159	3.0	34375979	Hepatitis	UKB	281104.0	EUR	1.0	3	34375979_HP_0012115
GCST010725	34375979	EFO_0001068	GCST010725_EFO_0001068	34375979_EFO_0001068	Malaria	17743.0		0.99999994	31844061	23.0	34375979	Malaria	UKB	281104.0	EUR	0.99999994	8	34375979_EFO_0001068
GCST002033	34375979	EFO_0001068	GCST002033_EFO_0001068	34375979_EFO_0001068	Malaria	12316.0		0.99999994	23717212	3.0	34375979	Malaria	UKB	281104.0	EUR	0.99999994	8	34375979_EFO_0001068
GCST005356	34375979	EFO_0001068	GCST005356_EFO_0001068	34375979_EFO_0001068	Severe malaria	914.0		0.90085495	29381699	6.0	34375979	Malaria	UKB	281104.0	EUR	0.99999994	8	34375979_EFO_0001068
GCST90002326	34226706	EFO_0004527	GCST90002326_EFO_0004527	34226706_EFO_0004527	Mean corpuscular hemoglobin	630125.0	Airwave|BBJ|BioME|CaPS|Estonia|Estonia|FHS|FINCAVAS|HANDLS|INTERVAL|JHS|MESA|MHIphase1|MHIphase2|RS|RS|RSI|SHIP|SHIPNATREND|UKB|WHI|YFS	1.0	32888493	214.0	34226706	Blood MEAN CORPUSCULAR VOL	UKB	444035.0	EUR	0.57369787	53	34226706_EFO_0004527
GCST90002326	31992710	EFO_0004527	GCST90002326_EFO_0004527	31992710_EFO_0004527	Mean corpuscular hemoglobin	630125.0	Airwave|BBJ|BioME|CaPS|Estonia|Estonia|FHS|FINCAVAS|HANDLS|INTERVAL|JHS|MESA|MHIphase1|MHIphase2|RS|RS|RSI|SHIP|SHIPNATREND|UKB|WHI|YFS	1.0	32888493	214.0	31992710	Mean corpuscular haemoglobin	UKB	50101.0	EUR	0.9466381	3	31992710_EFO_0004527
GCST90002326	34662886	EFO_0004527	GCST90002326_EFO_0004527	34662886_EFO_0004527	Mean corpuscular hemoglobin	630125.0	Airwave|BBJ|BioME|CaPS|Estonia|Estonia|FHS|FINCAVAS|HANDLS|INTERVAL|JHS|MESA|MHIphase1|MHIphase2|RS|RS|RSI|SHIP|SHIPNATREND|UKB|WHI|YFS	1.0	32888493	214.0	34662886	Mean corpuscular haemoglobin (30050)	UKB	419104.55479452055	EUR	0.9078941	36	34662886_EFO_0004527
GCST90002326	33257650	EFO_0004527	GCST90002326_EFO_0004527	33257650_EFO_0004527	Mean corpuscular hemoglobin	630125.0	Airwave|BBJ|BioME|CaPS|Estonia|Estonia|FHS|FINCAVAS|HANDLS|INTERVAL|JHS|MESA|MHIphase1|MHIphase2|RS|RS|RSI|SHIP|SHIPNATREND|UKB|WHI|YFS	1.0	32888493	214.0	33257650	Mean corpuscular haemogliobin	UKB	487409.0	EUR	0.8920901	15	33257650_EFO_0004527
GCST90018964	34375979	EFO_0004527	GCST90018964_EFO_0004527	34375979_EFO_0004527	Mean corpuscular hemoglobin	478500.0	BBJ|UKB	0.99999994	34594039	207.0	34375979	Mean corpuscular haemoglobin	UKB	261245.0	EUR	0.9466381	26	34375979_EFO_0004527
GCST90018964	34226706	EFO_0004527	GCST90018964_EFO_0004527	34226706_EFO_0004527	Mean corpuscular hemoglobin	478500.0	BBJ|UKB	0.99999994	34594039	207.0	34226706	Blood MEAN CORPUSCULAR VOL	UKB	444035.0	EUR	0.57369787	53	34226706_EFO_0004527
GCST90018964	31992710	EFO_0004527	GCST90018964_EFO_0004527	31992710_EFO_0004527	Mean corpuscular hemoglobin	478500.0	BBJ|UKB	0.99999994	34594039	207.0	31992710	Mean corpuscular haemoglobin	UKB	50101.0	EUR	0.9466381	3	31992710_EFO_0004527
GCST90018964	34662886	EFO_0004527	GCST90018964_EFO_0004527	34662886_EFO_0004527	Mean corpuscular hemoglobin	478500.0	BBJ|UKB	0.99999994	34594039	207.0	34662886	Mean corpuscular haemoglobin (30050)	UKB	419104.55479452055	EUR	0.9078941	36	34662886_EFO_0004527
GCST90018964	33257650	EFO_0004527	GCST90018964_EFO_0004527	33257650_EFO_0004527	Mean corpuscular hemoglobin	478500.0	BBJ|UKB	0.99999994	34594039	207.0	33257650	Mean corpuscular haemogliobin	UKB	487409.0	EUR	0.8920901	15	33257650_EFO_0004527
GCST007068	34375979	EFO_0004527	GCST007068_EFO_0004527	34375979_EFO_0004527	Mean corpuscular hemoglobin	443000.0		0.99999994	30595370	430.0	34375979	Mean corpuscular haemoglobin	UKB	261245.0	EUR	0.9466381	26	34375979_EFO_0004527
GCST007068	34226706	EFO_0004527	GCST007068_EFO_0004527	34226706_EFO_0004527	Mean corpuscular hemoglobin	443000.0		0.99999994	30595370	430.0	34226706	Blood MEAN CORPUSCULAR VOL	UKB	444035.0	EUR	0.57369787	53	34226706_EFO_0004527
GCST007068	31992710	EFO_0004527	GCST007068_EFO_0004527	31992710_EFO_0004527	Mean corpuscular hemoglobin	443000.0		0.99999994	30595370	430.0	31992710	Mean corpuscular haemoglobin	UKB	50101.0	EUR	0.9466381	3	31992710_EFO_0004527
GCST007068	34662886	EFO_0004527	GCST007068_EFO_0004527	34662886_EFO_0004527	Mean corpuscular hemoglobin	443000.0		0.99999994	30595370	430.0	34662886	Mean corpuscular haemoglobin (30050)	UKB	419104.55479452055	EUR	0.9078941	36	34662886_EFO_0004527
GCST007068	33257650	EFO_0004527	GCST007068_EFO_0004527	33257650_EFO_0004527	Mean corpuscular hemoglobin	443000.0		0.99999994	30595370	430.0	33257650	Mean corpuscular haemogliobin	UKB	487409.0	EUR	0.8920901	15	33257650_EFO_0004527
GCST90018744	34375979	EFO_0004527	GCST90018744_EFO_0004527	34375979_EFO_0004527	Mean corpuscular hemoglobin	128028.0	BBJ	0.99999994	34594039	66.0	34375979	Mean corpuscular haemoglobin	UKB	261245.0	EUR	0.9466381	26	34375979_EFO_0004527
GCST90018744	34226706	EFO_0004527	GCST90018744_EFO_0004527	34226706_EFO_0004527	Mean corpuscular hemoglobin	128028.0	BBJ	0.99999994	34594039	66.0	34226706	Blood MEAN CORPUSCULAR VOL	UKB	444035.0	EUR	0.57369787	53	34226706_EFO_0004527
GCST90018744	31992710	EFO_0004527	GCST90018744_EFO_0004527	31992710_EFO_0004527	Mean corpuscular hemoglobin	128028.0	BBJ	0.99999994	34594039	66.0	31992710	Mean corpuscular haemoglobin	UKB	50101.0	EUR	0.9466381	3	31992710_EFO_0004527
GCST90018744	34662886	EFO_0004527	GCST90018744_EFO_0004527	34662886_EFO_0004527	Mean corpuscular hemoglobin	128028.0	BBJ	0.99999994	34594039	66.0	34662886	Mean corpuscular haemoglobin (30050)	UKB	419104.55479452055	EUR	0.9078941	36	34662886_EFO_0004527
GCST90018744	33257650	EFO_0004527	GCST90018744_EFO_0004527	33257650_EFO_0004527	Mean corpuscular hemoglobin	128028.0	BBJ	0.99999994	34594039	66.0	33257650	Mean corpuscular haemogliobin	UKB	487409.0	EUR	0.8920901	15	33257650_EFO_0004527
GCST90002390	34375979	EFO_0004527	GCST90002390_EFO_0004527	34375979_EFO_0004527	Mean corpuscular hemoglobin	408112.0	UKB	0.9999999	32888494	352.0	34375979	Mean corpuscular haemoglobin	UKB	261245.0	EUR	0.9466381	26	34375979_EFO_0004527
GCST90002390	34226706	EFO_0004527	GCST90002390_EFO_0004527	34226706_EFO_0004527	Mean corpuscular hemoglobin	408112.0	UKB	0.9999999	32888494	352.0	34226706	Blood MEAN CORPUSCULAR VOL	UKB	444035.0	EUR	0.57369787	53	34226706_EFO_0004527
GCST90002390	31992710	EFO_0004527	GCST90002390_EFO_0004527	31992710_EFO_0004527	Mean corpuscular hemoglobin	408112.0	UKB	0.9999999	32888494	352.0	31992710	Mean corpuscular haemoglobin	UKB	50101.0	EUR	0.9466381	3	31992710_EFO_0004527
GCST90002390	34662886	EFO_0004527	GCST90002390_EFO_0004527	34662886_EFO_0004527	Mean corpuscular hemoglobin	408112.0	UKB	0.9999999	32888494	352.0	34662886	Mean corpuscular haemoglobin (30050)	UKB	419104.55479452055	EUR	0.9078941	36	34662886_EFO_0004527
GCST90002390	33257650	EFO_0004527	GCST90002390_EFO_0004527	33257650_EFO_0004527	Mean corpuscular hemoglobin	408112.0	UKB	0.9999999	32888494	352.0	33257650	Mean corpuscular haemogliobin	UKB	487409.0	EUR	0.8920901	15	33257650_EFO_0004527
GCST90002361	33257650	EFO_0004309	GCST90002361_EFO_0004309	33257650_EFO_0004309	Platelet count	721201.0	Airwave|BBJ|BioME|BioME|BioME|CaPS|CHNS|CHS|CHS|Estonia|Estonia|FHS|FINCAVAS|GERA|GERA|GERA|GERA|GERA|HANDLS|INTERVAL|JHS|MESA|MESA|MESA|MHIphase1|MHIphase2|RS|RS|RSI|SHIP|SHIPNATREND|UKB|UKB|UKB|UKB|WHI|YFS	1.0	32888493	292.0	33257650	Platelet count	UKB	487409.0	EUR	1.0000002	6	33257650_EFO_0004309
GCST90002361	31992710	EFO_0004309	GCST90002361_EFO_0004309	31992710_EFO_0004309	Platelet count	721201.0	Airwave|BBJ|BioME|BioME|BioME|CaPS|CHNS|CHS|CHS|Estonia|Estonia|FHS|FINCAVAS|GERA|GERA|GERA|GERA|GERA|HANDLS|INTERVAL|JHS|MESA|MESA|MESA|MHIphase1|MHIphase2|RS|RS|RSI|SHIP|SHIPNATREND|UKB|UKB|UKB|UKB|WHI|YFS	1.0	32888493	292.0	31992710	Platelet count	UKB	50129.0	EUR	1.0000002	4	31992710_EFO_0004309
GCST90002361	36138231	EFO_0004309	GCST90002361_EFO_0004309	36138231_EFO_0004309	Platelet count	721201.0	Airwave|BBJ|BioME|BioME|BioME|CaPS|CHNS|CHS|CHS|Estonia|Estonia|FHS|FINCAVAS|GERA|GERA|GERA|GERA|GERA|HANDLS|INTERVAL|JHS|MESA|MESA|MESA|MHIphase1|MHIphase2|RS|RS|RSI|SHIP|SHIPNATREND|UKB|UKB|UKB|UKB|WHI|YFS	1.0	32888493	292.0	36138231	Platelet count	UKB	162248.0	EUR	1.0	41	36138231_EFO_0004309
GCST90002361	34226706	EFO_0004309	GCST90002361_EFO_0004309	34226706_EFO_0004309	Platelet count	721201.0	Airwave|BBJ|BioME|BioME|BioME|CaPS|CHNS|CHS|CHS|Estonia|Estonia|FHS|FINCAVAS|GERA|GERA|GERA|GERA|GERA|HANDLS|INTERVAL|JHS|MESA|MESA|MESA|MHIphase1|MHIphase2|RS|RS|RSI|SHIP|SHIPNATREND|UKB|UKB|UKB|UKB|WHI|YFS	1.0	32888493	292.0	34226706	Blood PLATELET COUNT	UKB	444866.0	EUR	0.9390068	45	34226706_EFO_0004309
GCST90056183	34375979	EFO_0004309	GCST90056183_EFO_0004309	34375979_EFO_0004309	Platelet count	235256.0	UKB	1.0000002	34469753	174.0	34375979	Platelet count	UKB	261246.0	EUR	1.0	15	34375979_EFO_0004309
GCST90056183	33257650	EFO_0004309	GCST90056183_EFO_0004309	33257650_EFO_0004309	Platelet count	235256.0	UKB	1.0000002	34469753	174.0	33257650	Platelet count	UKB	487409.0	EUR	1.0000002	6	33257650_EFO_0004309
GCST90056183	31992710	EFO_0004309	GCST90056183_EFO_0004309	31992710_EFO_0004309	Platelet count	235256.0	UKB	1.0000002	34469753	174.0	31992710	Platelet count	UKB	50129.0	EUR	1.0000002	4	31992710_EFO_0004309
GCST90056183	36138231	EFO_0004309	GCST90056183_EFO_0004309	36138231_EFO_0004309	Platelet count	235256.0	UKB	1.0000002	34469753	174.0	36138231	Platelet count	UKB	162248.0	EUR	1.0	41	36138231_EFO_0004309
GCST90056183	34226706	EFO_0004309	GCST90056183_EFO_0004309	34226706_EFO_0004309	Platelet count	235256.0	UKB	1.0000002	34469753	174.0	34226706	Blood PLATELET COUNT	UKB	444866.0	EUR	0.9390068	45	34226706_EFO_0004309
GCST90278640	34375979	EFO_0004309	GCST90278640_EFO_0004309	34375979_EFO_0004309	Platelet count	92615.0	TWB	1.0000002	38116116	73.0	34375979	Platelet count	UKB	261246.0	EUR	1.0	15	34375979_EFO_0004309
GCST90278640	33257650	EFO_0004309	GCST90278640_EFO_0004309	33257650_EFO_0004309	Platelet count	92615.0	TWB	1.0000002	38116116	73.0	33257650	Platelet count	UKB	487409.0	EUR	1.0000002	6	33257650_EFO_0004309
GCST90278640	31992710	EFO_0004309	GCST90278640_EFO_0004309	31992710_EFO_0004309	Platelet count	92615.0	TWB	1.0000002	38116116	73.0	31992710	Platelet count	UKB	50129.0	EUR	1.0000002	4	31992710_EFO_0004309
GCST90278640	36138231	EFO_0004309	GCST90278640_EFO_0004309	36138231_EFO_0004309	Platelet count	92615.0	TWB	1.0000002	38116116	73.0	36138231	Platelet count	UKB	162248.0	EUR	1.0	41	36138231_EFO_0004309
GCST90278640	34226706	EFO_0004309	GCST90278640_EFO_0004309	34226706_EFO_0004309	Platelet count	92615.0	TWB	1.0000002	38116116	73.0	34226706	Blood PLATELET COUNT	UKB	444866.0	EUR	0.9390068	45	34226706_EFO_0004309
GCST90026525	34375979	EFO_0004309	GCST90026525_EFO_0004309	34375979_EFO_0004309	Platelet count	27236.0	BMBB|ARIC|CARDIA|WHI	1.0000002	34107879	14.0	34375979	Platelet count	UKB	261246.0	EUR	1.0	15	34375979_EFO_0004309
GCST90026525	33257650	EFO_0004309	GCST90026525_EFO_0004309	33257650_EFO_0004309	Platelet count	27236.0	BMBB|ARIC|CARDIA|WHI	1.0000002	34107879	14.0	33257650	Platelet count	UKB	487409.0	EUR	1.0000002	6	33257650_EFO_0004309
GCST90026525	31992710	EFO_0004309	GCST90026525_EFO_0004309	31992710_EFO_0004309	Platelet count	27236.0	BMBB|ARIC|CARDIA|WHI	1.0000002	34107879	14.0	31992710	Platelet count	UKB	50129.0	EUR	1.0000002	4	31992710_EFO_0004309
GCST90026525	36138231	EFO_0004309	GCST90026525_EFO_0004309	36138231_EFO_0004309	Platelet count	27236.0	BMBB|ARIC|CARDIA|WHI	1.0000002	34107879	14.0	36138231	Platelet count	UKB	162248.0	EUR	1.0	41	36138231_EFO_0004309
GCST90026525	34226706	EFO_0004309	GCST90026525_EFO_0004309	34226706_EFO_0004309	Platelet count	27236.0	BMBB|ARIC|CARDIA|WHI	1.0000002	34107879	14.0	34226706	Blood PLATELET COUNT	UKB	444866.0	EUR	0.9390068	45	34226706_EFO_0004309
GCST012032	34375979	EFO_0004309	GCST012032_EFO_0004309	34375979_EFO_0004309	Platelet count	17037.0		1.0000002	33545615	7.0	34375979	Platelet count	UKB	261246.0	EUR	1.0	15	34375979_EFO_0004309
GCST012032	33257650	EFO_0004309	GCST012032_EFO_0004309	33257650_EFO_0004309	Platelet count	17037.0		1.0000002	33545615	7.0	33257650	Platelet count	UKB	487409.0	EUR	1.0000002	6	33257650_EFO_0004309
GCST012032	31992710	EFO_0004309	GCST012032_EFO_0004309	31992710_EFO_0004309	Platelet count	17037.0		1.0000002	33545615	7.0	31992710	Platelet count	UKB	50129.0	EUR	1.0000002	4	31992710_EFO_0004309
GCST012032	36138231	EFO_0004309	GCST012032_EFO_0004309	36138231_EFO_0004309	Platelet count	17037.0		1.0000002	33545615	7.0	36138231	Platelet count	UKB	162248.0	EUR	1.0	41	36138231_EFO_0004309
GCST012032	34226706	EFO_0004309	GCST012032_EFO_0004309	34226706_EFO_0004309	Platelet count	17037.0		1.0000002	33545615	7.0	34226706	Blood PLATELET COUNT	UKB	444866.0	EUR	0.9390068	45	34226706_EFO_0004309
GCST000563	34375979	EFO_0003898	GCST000563_EFO_0003898	34375979_EFO_0003898	Ankylosing spondylitis	7193.0		1.0	20062062	4.0	34375979	Ankylosing spondylitis	UKB	202162.0	EUR	1.0	5	34375979_EFO_0003898
GCST001149	34375979	EFO_0003898	GCST001149_EFO_0003898	34375979_EFO_0003898	Ankylosing spondylitis	11802.0		1.0	21743469	4.0	34375979	Ankylosing spondylitis	UKB	202162.0	EUR	1.0	5	34375979_EFO_0003898
