Entrez	Chrom	Start	End	GeneSize	CDS_length
140731	20	58216126	58228653	12527	3407
140732	20	32983773	33004433	20660	1153
140733	20	13995369	16053197	2057828	4994
140735	17	58083419	58095542	12123	6807
140738	2	119429901	119438504	8603	794
140739	2	237966827	238042782	75955	830
140766	10	70672506	70762441	89935	5557
140767	6	24126186	24154900	28714	2380
140771	17	17776686	17779529	2843	2844
140775	17	18315293	18328056	12763	8297
1408	11	45847118	45883248	36130	2053
140801	14	46651010	46651781	771	772
140803	9	74722495	74888094	165599	8271
140807	12	52585589	52601538	15949	1940
140809	20	646615	653200	6585	2528
140823	20	35699272	35700984	1712	498
140825	20	45888625	45891208	2583	490
140828	20	22547663	22578642	30979	908
140831	20	45857614	45879122	21508	2776
140832	20	45629739	45631196	1457	493
140834	20	44436172	44465375	29203	546
140836	20	17693672	17735871	42199	360
140838	20	25612935	25624014	11079	3803
140848	20	14554384	14636524	82140	665
140850	20	157454	159163	1709	530
140856	20	18813783	18814378	595	596
140862	20	13221274	13300651	79377	3090
140870	20	45534196	45539482	5286	607
140873	20	35523186	35529652	6466	985
140875	20	31485695	31487603	1908	587
140876	20	50586108	50691542	105434	4391
140880	20	23450403	23452876	2473	461
140881	20	227258	229886	2628	698
140883	22	22484421	22508742	24321	5309
140885	20	1894167	1940592	46425	4201
140886	X	91434595	91438584	3989	1262
140890	5	66139971	66183615	43644	580
140893	20	62410237	62427539	17302	2799
140894	20	35954564	36030700	76136	559
1409	21	43169008	43172810	3802	1139
140901	20	2101827	2177038	75211	6469
140902	20	44337043	44351238	14195	1323
140947	5	135444214	135447348	3134	3135
141	3	119579268	119589945	10677	4546
1410	11	111908564	111923722	15158	774
1411	17	29246859	29254494	7635	798
1412	2	218990189	218993422	3233	708
1413	22	26621963	26630669	8706	809
1414	22	26599278	26618027	18749	1041
1415	22	25212564	25231870	19306	1019
1417	22	25199858	25207359	7501	855
1418	2	208160740	208163589	2849	622
1419	2	208142573	208146158	3585	631
142	1	226360210	226408154	47944	2348
1420	2	208128137	208129828	1691	627
1421	2	208121607	208124524	2917	642
142678	1	1615454	1630605	15151	4247
142679	2	183078559	183100008	21449	1117
142680	9	137230757	137236555	5798	1283
142683	1	160945025	160954809	9784	1161
142684	X	103499130	103519489	20359	1969
142685	7	123567010	123639481	72471	4788
142686	3	57268342	57292685	24343	3187
142689	X	64224194	64230607	6413	1267
1427	3	186538441	186546702	8261	1132
1428	16	21238874	21303083	64209	1191
142827	10	95194200	95228929	34729	2307
142891	10	75099586	75182123	82537	919
1429	1	74705482	74733408	27926	1592
142910	10	88586753	88606976	20223	3575
142940	10	114938195	114977676	39481	3406
143	13	24420931	24512778	91847	5437
143098	10	28050993	28334486	283493	5063
1431	12	56271699	56300391	28692	2811
143162	10	48153088	48274696	121608	2699
143187	10	112446998	112818744	371746	2423
1432	6	36027752	36122511	94759	3237
143241	10	80336105	80356755	20650	750
143244	10	79512533	79516440	3907	3908
143279	10	91409280	91514829	105549	395
143282	10	91906584	91909486	2902	2553
143379	10	116663696	116670264	6568	966
143384	10	118674167	118755249	81082	1060
1434	20	49046246	49096960	50714	3459
143425	11	7238778	7469043	230265	2094
143458	11	35943981	36232136	288155	1879
143471	18	26133852	26193355	59503	1794
143496	11	4367263	4368386	1123	1124
1435	1	109910242	109930992	20750	577
143501	11	4571423	4577820	6397	654
143502	11	4581743	4593340	11597	6591
143503	11	4643420	4655488	12068	2942
143506	11	4329790	4330864	1074	1075
143570	11	74807739	74949200	141461	2339
1436	5	150053291	150113372	60081	3697
143630	11	5514393	5518431	4038	2307
143662	11	26559032	26572263	13231	3156
143678	11	45906513	45907272	759	760
143684	11	95768953	95790409	21456	3823
143686	11	95165513	95232541	67028	9563
143689	11	94543840	94621421	77581	1901
1437	5	132073789	132076170	2381	788
1438	Y	1268793	1325373	56580	1648
143872	11	100687288	100993941	306653	7689
143879	11	106051098	106077459	26361	3840
143884	11	107326360	107457825	131465	3244
143888	11	108472112	108498405	26293	4374
1439	22	36913628	36940439	26811	4853
143903	11	111540280	111561745	21465	550
143941	11	118527472	118531197	3725	1009
1440	17	40015361	40017813	2452	579
144097	11	63813456	63827716	14260	1954
1441	1	36466043	36483278	17235	3008
144100	11	16777297	17014415	237118	5530
144108	11	18606403	18634791	28388	5601
144110	11	18693122	18704785	11663	677
144124	11	6845683	6846636	953	954
144125	11	6783020	6791558	8538	6993
144132	11	6497260	6593758	96498	1842
144165	12	42456757	42590355	133598	5878
144193	12	95943331	95968720	25389	2226
144195	12	7812512	7891148	78636	3699
1442	17	63894909	63896661	1752	632
144233	12	49836043	49843106	7063	3226
144245	12	38316762	38329721	12959	10050
1443	17	63872012	63873766	1754	598
144321	12	75391089	75432688	41599	2590
144347	12	123973241	124316024	342783	2385
144348	12	123971845	124015439	43594	592
144360	12	24566964	24584333	17369	1710
144363	12	25195216	25209645	14429	1259
1444	17	63909597	63911341	1744	880
144402	12	38646822	38907430	260608	552
144404	12	121712752	121783001	70249	2766
144406	12	121918592	122003927	85335	3420
144423	12	128853427	128984968	131541	3010
144448	12	85014311	85036277	21966	385
144453	12	69643360	69699476	56116	1187
144455	12	77021248	77065569	44321	5725
144481	12	93501115	93571768	70653	1542
144486	12	94460000	94462484	2484	2485
1445	15	74782080	74803197	21117	2743
144501	12	52168996	52192014	23018	3894
144535	12	96489571	96875555	385984	724
144568	12	8822621	8887001	64380	5127
144571	12	9065163	9068689	3526	2930
144577	12	64186316	64222296	35980	2698
1446	4	69931068	69946574	15506	998
144608	12	14803666	14906586	102920	690
144699	12	1565993	1594581	28588	2527
1447	4	69955256	69965728	10472	1114
144715	12	110501655	110533556	31901	556
144717	12	111360651	111369121	8470	3256
144742	12	119260740	119303380	42640	2291
144766	13	63851197	64076044	224847	1779
144776	13	90890954	90926597	35643	2018
1448	4	70238382	70251474	13092	878
144809	13	42781550	42791549	9999	3274
144811	13	43879284	43893932	14648	4262
144817	13	44799503	44809630	10127	2036
144983	13	52642431	52643773	1342	1343
145173	13	31199975	31332276	132301	4215
145195	14	104223496	104315671	92175	537
1452	5	149492982	149551471	58489	5444
145200	14	101730437	101732534	2097	651
145216	14	103847687	103880381	32694	1314
145226	14	67701886	67734451	32565	1878
145258	14	94768223	94770113	1890	1140
145264	14	94487274	94517844	30570	1497
145270	14	93718298	93788485	70187	3649
145282	14	37197894	37579125	381231	2535
1453	17	82239023	82273700	34677	401
145376	14	64549920	64589381	39461	576
145389	14	60981114	61114316	133202	1730
1454	22	38290691	38318084	27393	2817
145407	14	57999735	58298139	298404	233
145447	14	50872053	50904970	32917	1815
145482	14	73851831	73885726	33895	2765
145483	14	73931501	73950414	18913	1365
145497	14	76826372	76870304	43932	1648
1455	19	1941172	1981338	40166	2895
145501	14	77474394	77498816	24422	3045
145508	14	80476983	80959517	482534	3774
145553	14	24213943	24216070	2127	889
145567	14	90524564	90816479	291915	19471
145581	14	41606876	41904549	297673	4417
1456	5	123512177	123617049	104872	4653
145624	15	25135642	25138055	2413	2414
145645	15	44956687	44979229	22542	1296
145694	15	69396897	69462856	65959	1785
1457	20	472498	543835	71337	12984
145741	15	62066977	62070917	3940	3445
145748	15	99715697	99733561	17864	2356
145773	15	59372693	59523555	150862	573
145781	15	57591908	57714745	122837	1846
145783	15	56795460	56918499	123039	2386
145788	15	55408495	55418798	10303	868
145814	15	98968229	99007792	39563	1481
145820	15	95296424	95615635	319211	1867
145837	15	69462921	69855357	392436	1922
145853	15	67521131	67530146	9015	4193
145858	15	92471654	92501119	29465	1749
145864	15	88877294	88895597	18303	1892
145873	15	89760591	89778754	18163	859
1459	16	58157907	58198106	40199	1569
145942	15	37921939	37967724	45785	579
145946	15	96780975	96785617	4642	1088
145957	15	75935969	76059795	123826	477
145978	15	87576927	87579866	2939	1968
146	20	4220630	4249287	28657	2942
1460	6	31665227	31670343	5116	1093
146050	15	43358172	43371043	12871	5595
146057	15	42738730	42920809	182079	11208
146059	15	42723544	42737128	13584	4657
146167	16	84009667	84042795	33128	501
146177	16	22092538	22156964	64426	581
146183	16	21663968	21761935	97967	3878
146198	16	68530090	68576072	45982	579
1462	5	83471618	83582303	110685	12345
146206	16	67644988	67657569	12581	1048
146212	16	67289428	67326760	37332	4754
146223	16	66614750	66696743	81993	7026
146225	16	66579448	66588275	8827	904
146227	16	66427295	66493529	66234	2907
146279	16	10627501	10694930	67429	523
1463	19	19211958	19252233	40275	6402
146310	16	1966823	1968975	2152	853
146325	16	560394	565529	5135	2245
146330	16	692498	705801	13303	2531
146336	16	1064081	1078731	14650	2914
146378	16	30023198	30027736	4538	953
146395	16	27787528	28063714	276186	5128
1464	15	75674322	75712848	38526	8290
146429	16	89195761	89201651	5890	1860
146433	16	70579895	70660682	80787	1779
146434	16	3432414	3443504	11090	5483
146439	16	3027682	3036944	9262	3202
146456	16	69343250	69351786	8536	913
1465	1	201483530	201509456	25926	1820
146513	16	86286427	86293389	6962	2065
146540	16	30573740	30585769	12029	499
146542	16	30569672	30572734	3062	1106
146547	16	31138926	31150083	11157	2811
146556	16	5044122	5066110	21988	576
146562	16	4734344	4749396	15052	2457
1466	12	76858709	76879023	20314	908
146664	17	76868404	76950393	81989	4560
146691	17	17843507	17972422	128915	5599
146705	17	81228277	81239091	10814	2552
146713	17	79089345	79611051	521706	2934
146722	17	74694311	74712978	18667	1554
146723	17	74584679	74626003	41324	641
146754	17	7717744	7833742	115998	14563
146760	17	1934677	2025334	90657	3614
146779	17	62343941	62416480	72539	1089
146795	17	72342692	72356101	13409	1658
1468	17	81712236	81721016	8780	1911
146802	17	19678288	19718979	40691	2258
146822	17	14235673	14236862	1189	779
146845	17	9576627	9643447	66820	1912
146849	17	8729935	8745219	15284	1373
146850	17	8802722	8867677	64955	3053
146852	17	8339840	8346048	6208	1180
146853	17	35760887	35765079	4192	1041
146857	17	35435096	35448837	13741	8398
146861	17	35192520	35194393	1873	1874
146862	17	35147817	35189345	41528	5668
146894	17	43847148	43863639	16491	1060
1469	20	23747562	23751268	3706	749
146909	17	44924709	44947773	23064	4217
146923	17	42980565	42995142	14577	1439
146956	17	50373220	50381483	8263	2354
147	5	159865080	159973012	107932	487
1470	20	23823769	23826729	2960	746
147007	17	28357642	28363683	6041	674
147011	17	28703197	28711888	8691	1566
147015	17	28897781	28903079	5298	2037
147040	17	7351889	7354944	3055	3051
147081	17	45633049	45636444	3395	288
147093	17	41549606	41554495	4889	2141
1471	20	23626706	23638473	11767	3286
147111	17	81952507	81961840	9333	2223
147138	17	78130770	78142968	12198	433
147179	17	40219304	40284136	64832	581
147183	17	40748021	40755331	7310	1669
147184	17	40819071	40836273	17202	2086
147199	11	193078	194575	1497	435
1472	20	23685640	23689038	3398	749
147276	18	13239543	13242076	2533	2534
1473	20	23875934	23879748	3814	755
147323	18	54324358	54357964	33606	1513
147339	18	46173553	46266992	93439	668
147372	18	59430939	59697662	266723	6271
147381	18	72536680	72638521	101841	2406
1474	11	66012008	66013505	1497	592
147407	18	31759584	31760880	1296	1297
147409	18	31376777	31414912	38135	4572
147463	18	23598926	23662911	63985	3387
147495	18	10454635	10489949	35314	3803
1475	3	122325248	122341969	16721	744
1476	21	43772511	43776330	3819	1855
147645	19	51331536	51342139	10603	2297
147646	19	51388289	51390591	2302	1335
147650	19	51688346	51712387	24041	969
147657	19	52297169	52325922	28753	4746
147658	19	52429148	52452315	23167	5203
147660	19	52453553	52516882	63329	6768
147664	19	53013921	53016123	2202	2203
147670	19	56643159	56657247	14088	2543
147685	19	57958437	57974534	16097	915
147686	19	57921882	57935402	13520	3543
147687	19	57900296	57916610	16314	386
147694	19	57389850	57403498	13648	5461
147699	19	45488777	45503129	14352	771
1477	20	56392371	56406362	13991	585
147700	19	45333434	45351520	18086	2006
147710	19	44613563	44636781	23218	1056
147719	19	41837074	41844697	7623	1051
147727	19	10651859	10653879	2020	2021
147741	19	9466355	9498616	32261	2815
147744	19	55376826	55378246	1420	605
147746	19	40379271	40390181	10910	2446
147798	19	54160108	54173250	13142	450
1478	X	100820391	100841520	21129	2570
147804	19	53431984	53444670	12686	2920
147807	19	55600022	55603138	3116	489
147808	19	55620741	55624566	3825	1987
147837	19	12317477	12333720	16243	2699
147841	19	11131520	11155807	24287	633
147872	19	49388219	49417990	29771	530
1479	11	33077188	33162371	85183	592
147906	19	46647551	46661182	13631	2939
147912	19	45764785	45769252	4467	3344
147920	19	46143106	46161298	18192	648
147923	19	37007857	37130368	122511	541
147929	19	36182276	36246257	63981	1799
147945	19	55836540	55881855	45315	3713
147948	19	56375846	56393538	17692	625
147949	19	56397966	56436035	38069	225
147965	19	38403093	38409088	5995	826
147968	19	38730187	38769904	39717	1046
147991	19	32405543	32485895	80352	2456
148	8	26748150	26867278	119128	2304
148003	19	39655913	39660647	4734	605
148014	19	40216058	40218384	2326	828
148022	19	4815932	4831712	15780	2684
148046	19	1267471	1270260	2789	1356
148066	19	5455417	5456856	1439	1440
148103	19	34758073	34773229	15156	3102
148109	19	35224800	35228739	3939	1194
148113	19	19538248	19546659	8411	4234
148137	19	35758143	35771166	13023	579
148145	19	28883430	28970874	87444	537
148156	19	8806170	8832314	26144	7008
148170	19	54465026	54473296	8270	896
148189	19	27681072	27794005	112933	562
148198	19	22391019	22532485	141466	2338
1482	5	173232109	173235311	3202	1558
148203	19	21358930	21388582	29652	2442
148206	19	21082159	21125270	43111	577
148213	19	23739195	23758891	19696	6497
148223	19	1461143	1479219	18076	853
148229	19	1782075	1812276	30201	5095
148231	19	16031170	16066312	35142	1685
148252	19	2714567	2721372	6805	3378
148254	19	2841437	2860471	19034	475
148266	19	37411155	37469275	58120	3689
148268	19	37467585	37488652	21067	577
148281	1	114089291	114153880	64589	4320
148304	1	209779208	209784559	5351	4684
148327	1	153967534	153974361	6827	568
148345	1	10946471	10982076	35605	2377
148362	1	222712553	222735196	22643	4028
148398	1	923923	944575	20652	3465
148413	1	1399476	1402054	2578	1759
148418	1	84298366	84389957	91591	1567
148423	1	85249953	85259672	9719	3254
148479	1	6613731	6624030	10299	3632
1485	X	154617609	154619282	1673	759
148523	1	150282543	150287093	4550	771
148534	1	95117355	95197607	80252	6805
148545	1	108222464	108244081	21617	3371
148581	1	64203623	64267368	63745	1542
1486	1	84549611	84574480	24869	6571
148641	1	233904676	234324511	419835	3143
148645	1	6234692	6239448	4756	2040
1487	4	1211445	1250333	38888	2488
148709	1	202861713	202875241	13528	2262
148738	1	146017468	146036746	19278	1381
148741	1	145866560	145885866	19306	3093
148753	1	179743291	179816198	72907	2781
148756	1	180509380	180566523	57143	1786
148789	1	235447190	235504452	57262	4719
1488	10	124984317	125161170	176853	8471
148811	1	205828025	205850132	22107	2164
148823	1	247507058	247577690	70632	1308
148867	1	100896076	100996260	100184	7898
148870	1	3746460	3771645	25185	2685
148898	1	23368485	23371858	3373	924
1489	16	30896614	30903547	6933	1644
148930	1	46545641	46551647	6006	2896
148932	1	46607719	46616811	9092	2738
148979	1	53506237	53739164	232927	2812
1490	6	131948176	131951372	3196	2338
149013	1	146938324	146996202	57878	7435
149018	1	153203430	153205120	1690	536
149041	1	173931084	174022357	91273	11451
149069	1	32209089	32216192	7103	1350
149076	1	33256492	33300719	44227	3187
149086	1	31500085	31508566	8481	2113
149095	1	155033824	155050930	17106	1895
1491	1	70411218	70439851	28633	2044
149111	1	224434660	224740554	305894	876
149175	1	37793847	37801137	7290	2640
149233	1	67138907	67259979	121072	2208
149281	1	170145959	170168866	22907	2110
149297	1	166057426	166167001	109575	4410
1493	2	203853888	203873965	20077	2039
149345	1	201888680	201892587	3907	914
149371	1	231332753	231337852	5099	5100
149373	1	231184098	231187627	3529	1348
149420	1	26111165	26125555	14390	4252
149428	1	151036321	151047720	11399	3312
149461	1	42733093	42740254	7161	2841
149465	1	43172330	43254358	82028	4063
149466	1	43281877	43285617	3740	1486
149473	1	43991359	43996528	5169	2654
149478	1	44808523	44817381	8858	1214
149483	1	45620044	45624057	4013	1873
149499	1	156920632	156933094	12462	1977
1495	5	138610967	138935034	324067	696
149563	1	16004236	16008807	4571	3039
1496	2	79185231	80648861	1463630	4349
149603	1	228487382	228499899	12517	3118
149628	1	158930796	158977059	46263	771
149643	1	212830141	212847649	17508	506
149647	1	212624474	212626775	2301	2302
149685	20	38581195	38588463	7268	441
149699	20	43726164	43727002	838	459
1497	17	3636459	3663103	26644	2657
149708	20	45109452	45115174	5722	1034
149773	20	58515379	58623080	107701	2092
149775	20	58818893	58855296	36403	871
149830	20	4731279	4740668	9389	1877
149837	20	5481788	5526741	44953	809
149840	20	5750393	5864395	114002	585
1499	3	41194741	41260096	65355	3278
149950	20	32581961	32608893	26932	517
149951	20	32702699	32743467	40768	1362
149954	20	33079643	33111751	32108	2343
149986	20	62122461	62135374	12913	1079
149998	21	14108813	14210955	102142	1652
15	17	76453351	76470117	16766	1913
150	10	111077029	111080907	3878	3879
1500	11	57753243	57819546	66303	6553
150051	21	31559245	31560487	1242	822
150082	21	39405728	39445805	40077	2080
150084	21	39745183	39802081	56898	2275
150094	21	43414483	43427131	12648	4747
1501	5	10971836	11904446	932610	4790
150135	21	41711461	41715775	4314	2033
150142	21	42009078	42055131	46053	1097
150147	21	42102134	42108534	6400	2141
150159	4	102885048	103019719	134671	1735
150160	22	16590751	16592810	2059	2060
150165	22	16783412	16825411	41999	1690
150197	22	20206340	20235981	29641	2185
150209	22	20965108	20981360	16252	2387
150221	22	21545666	21551461	5795	5796
150223	22	21628089	21630064	1975	1613
150248	22	23762990	23765863	2873	895
150274	22	28742039	28757515	15476	1106
150275	22	28772674	28789301	16627	3766
150280	22	30080464	30177075	96611	1897
150290	22	30652051	30667887	15836	598
150291	22	30922294	30932449	10155	2044
150297	22	32149006	32159322	10316	1378
1503	1	40979300	41012565	33265	3244
150350	22	39743044	39893864	150820	2680
150353	22	40859549	40862113	2564	2565
150356	22	41229510	41240931	11421	2248
150365	22	41699503	41799456	99953	4016
150368	22	42074248	42079438	5190	2335
150372	22	42380407	42432403	51996	5613
150379	22	43879678	43892013	12335	2540
150383	22	46244011	46250311	6300	1439
150384	22	46295143	46296660	1517	1518
1504	16	75218988	75226338	7350	870
150465	2	112482156	112541739	59583	14267
150468	2	112736349	112764664	28315	4723
150472	2	113437691	113496204	58513	1827
150483	2	94871430	94876823	5393	1512
150527	2	130570829	130584161	13332	538
150538	2	199457671	199477035	19364	2101
150572	2	88067825	88113384	45559	4385
150577	2	100208152	100254182	46030	3115
150590	2	99141707	99151669	9962	1627
150596	2	149745635	149871321	125686	1181
1506	16	67927640	67932365	4725	357
150677	2	240139026	240144562	5536	571
150678	2	240126563	240136807	10244	759
150681	2	240044571	240053521	8950	1698
150684	2	61888724	62147247	258523	629
150696	2	95274449	95291308	16859	4731
150709	2	189674290	189761193	86903	3734
150726	2	73254682	73284478	29796	6928
150737	2	177548998	177552796	3798	3799
150763	2	96021946	96039451	17505	3126
150771	2	96325317	96330517	5200	2064
150776	2	131492813	131521576	28763	3788
150786	2	131360492	131364168	3676	3677
1508	8	11842524	11869533	27009	3696
150864	2	202634969	202769757	134788	5982
1509	11	1752752	1764573	11821	2019
150921	2	27149004	27156974	7970	4882
150946	2	26173088	26189663	16575	4164
150962	2	60939610	61018259	78649	4435
150967	2	216217045	216246041	28996	3148
150992	2	64185078	64205485	20407	3307
151	2	96112876	96116571	3695	3696
1510	1	206008535	206023909	15374	2815
151009	2	110353799	110384528	30729	2244
151011	2	109542799	109614143	71344	3091
151050	2	210021421	210171409	149988	4782
151056	2	28457145	28644142	186997	716
1511	14	24573518	24576250	2732	914
151112	2	186827475	186849208	21733	2451
151121	2	129242173	129273848	31675	2213
151126	2	179441982	179861612	419630	1901
151174	2	238224290	238231738	7448	819
151176	2	238158970	238168900	9930	2939
151188	2	152717647	152762396	44749	1448
151194	2	207580631	207625928	45297	869
151195	2	207711540	207761839	50299	1952
1512	15	78921058	78949574	28516	2173
151230	2	169694488	169776989	82501	843
151234	2	108322238	108353799	31561	1875
151242	2	181954241	182131398	177157	851
151246	2	200510008	200584096	74088	640
151254	2	201487421	201619178	131757	5702
151258	2	164894354	164955525	61171	5750
151278	2	222298147	222305217	7070	1699
151295	2	219161465	219170095	8630	2322
1513	1	150794880	150809577	14697	3665
151306	2	218259496	218263861	4365	1869
151313	2	97082040	97094898	12858	1745
151354	2	14632700	14650814	18114	6319
151393	2	37923187	38067142	143955	724
1514	9	87724051	87731469	7418	1394
151449	2	20667144	20679243	12099	9267
151473	2	230034982	230068993	34011	4315
151475	2	230690065	230711470	21405	1374
151477	2	231465513	231515851	50338	1354
151484	2	230886149	230904693	18544	557
1515	9	97029677	97156556	126879	3915
151507	2	233864663	233868386	3723	2748
151516	2	69960089	69961631	1542	1543
151525	2	159235798	159286703	50905	1535
151531	2	157876679	158136154	259475	2694
151534	2	74498057	74505091	7034	2549
151556	2	174431571	174487094	55523	7321
151613	3	180602163	180617828	15665	3000
151636	3	122564338	122575203	10865	5768
151647	3	68731766	68953297	221531	2229
151648	3	20160593	20186206	25613	1531
151649	3	19979961	20012267	32306	1602
151651	3	19879472	19947025	67553	2860
151658	3	107840228	107882250	42022	1442
151742	3	160755602	161078902	323300	1589
151790	3	167478684	167653983	175299	2594
151827	3	169793003	169812986	19983	2383
151835	3	9703826	9729908	26082	1751
151871	3	109293788	109316517	22729	1383
151877	3	65872815	65954558	81743	2567
151887	3	112596797	112649530	52733	12301
151888	3	112461067	112499472	38405	5767
1519	4	155921580	155953912	32332	5394
151903	3	46916634	46982010	65376	776
151963	3	192796815	192917856	121041	3063
151987	3	72996803	73069198	72395	771
152	4	3766348	3768526	2178	1600
1520	1	150730079	150765957	35878	4074
152002	3	195068284	195271159	202875	2714
152006	9	36336396	36487548	151152	4945
152007	9	36136536	36163913	27377	1917
152015	3	125969160	125983454	14294	1026
152024	3	24096269	24103238	6969	2964
152048	3	37241789	37244202	2413	2414
152065	3	126526999	126558965	31966	1781
152098	3	28348721	28538122	189401	816
1521	11	65879809	65883741	3932	1383
152100	3	28241584	28325142	83558	3749
152110	3	27106484	27369460	262976	8332
152118	3	153431856	153502697	70841	515
152137	3	191329085	191398659	69574	1926
152138	3	191461163	191461456	293	294
152185	3	113442718	113515187	72469	5417
152189	3	32238679	32370321	131642	996
152195	3	131361687	131365133	3446	2343
1522	20	58985686	59008238	22552	10849
152206	3	42705756	42773253	67497	5456
152217	3	196942674	196943543	869	870
152225	3	101868657	101997926	129269	2051
152273	3	14810853	14934571	123718	2682
152274	3	14799331	14811414	12083	3830
1523	7	101815904	102283958	468054	3026
152330	3	2098813	3057959	959146	658
1524	3	39263495	39281735	18240	3215
152404	3	118900557	119146068	245511	3525
152405	3	119146151	119160042	13891	1800
152485	4	145757627	145938823	181196	6742
1525	21	17513043	17593579	80536	5593
152503	4	151102751	151409365	306614	503
152518	4	47847233	47914667	67434	3723
152519	4	47914142	48040173	126031	690
152559	4	78887127	78939438	52311	1431
152573	4	42397488	42402487	4999	2322
152579	4	52872982	53366066	493084	3162
152586	4	140442262	140498377	56115	2370
152641	4	183059174	183099199	40025	2183
152687	4	53286	88208	34922	2872
1527	X	154271265	154295853	24588	1549
152756	4	164956946	164959122	2176	2177
152789	4	6026199	6200591	174392	2969
1528	18	74250846	74291973	41127	3231
152815	4	75513946	75550473	36527	313
152816	4	75556048	75565871	9823	234
152831	4	39406930	39451533	44603	6002
152877	4	1617915	1684313	66398	628
152926	4	88257620	88284769	27149	6309
152940	4	158893134	159038760	145626	1263
152992	4	8436140	8493531	57391	770
153	10	114043866	114046904	3038	3039
153020	4	81426393	82044244	617851	3016
153090	9	121567057	121785530	218473	5514
153129	5	55625845	55773194	147349	3509
153201	5	151314972	151347590	32618	3396
153218	5	148268180	148286255	18075	1022
153222	5	173056352	173139284	82932	2466
153241	5	123344890	123423592	78702	3144
153328	5	135476913	135889770	412857	864
153339	5	83052846	83077863	25017	4528
153364	5	90458209	90474771	16562	4277
153396	5	88189633	88269476	79843	2035
1534	17	63432304	63446354	14050	3007
153443	5	121961975	122075570	113595	2855
153469	5	147559930	147694828	134898	1920
153478	5	92168	189972	97804	12591
1535	16	88643275	88651083	7808	650
153527	5	140698680	140706686	8006	521
153562	5	69415065	69444330	29265	3384
153572	5	2745845	2751677	5832	2630
153579	5	181040225	181061521	21296	1626
1536	X	37780018	37813461	33443	4171
153642	5	95555101	95605102	50001	3365
153643	5	95391366	95450454	59088	1542
153657	5	34838833	34900511	61678	491
1537	8	144095039	144097525	2486	1832
153733	5	115267190	115296693	29503	2387
153743	5	156850295	156852528	2233	2234
153745	5	157161846	157166264	4418	2515
153768	5	145471799	145835369	363570	525
153769	5	145936578	146081791	145213	3004
153770	5	146084313	146105577	21264	1919
1538	X	83861126	83886699	25573	2107
153830	5	159157409	159210053	52644	3364
1539	9	102995311	103018488	23177	2149
153918	6	143864436	143938343	73907	930
154	5	148826611	148828623	2012	2013
1540	16	50742050	50801935	59885	3513
154007	6	7590198	7611967	21769	4174
154043	6	154387515	154510685	123170	21078
154064	6	150018334	150025532	7198	1346
154075	6	130144315	130365425	221110	2093
154091	6	133987581	134052624	65043	5572
154092	6	134343271	134504581	161310	1642
154141	6	20099684	20212469	112785	4325
154150	6	22569566	22571666	2100	2101
154197	6	159800249	159820704	20455	1940
154214	6	124962437	125092633	130196	11433
154215	6	123803865	124825640	1021775	3374
154288	6	73362658	73364171	1513	1037
1543	15	74719542	74725536	5994	2603
154313	6	87407972	87464465	56493	2207
154386	6	2562085	2634734	72649	2267
1544	15	74748845	74756607	7762	3132
154467	6	37482938	37499893	16955	572
1545	2	38066973	38109902	42929	289
154661	7	87627548	87832296	204748	582
154664	7	48171458	48647497	476039	3528
154743	7	112819147	112939875	120728	3940
154790	7	139523685	139544985	21300	1531
154791	7	139339457	139346328	6871	345
154796	X	112774503	112840831	66328	6888
1548	19	40843541	40850447	6906	1761
154807	7	65873074	65959563	86489	6000
154810	11	94706431	94876748	170317	653
154822	7	159006492	159030195	23703	1611
154860	7	122303658	122310119	6461	2653
154865	7	123452193	123535077	82884	3034
154881	7	66628881	66649067	20186	4869
1549	19	40875439	40882752	7313	1760
154907	7	108883975	108884587	612	435
155	8	37962990	37966599	3609	2585
155006	7	138797952	138838101	40149	1153
155038	7	150450630	150479393	28763	4185
155051	7	151428832	151440813	11981	1989
155054	7	149102784	149126324	23540	3198
155061	7	149472696	149497817	25121	3949
155066	7	149872968	149891204	18236	2605
1551	7	99705036	99735196	30160	2079
155184	1	9002973	9026423	23450	1944
155185	7	2679522	2775500	95978	5516
1553	19	41088451	41096195	7744	1760
155368	7	73834590	73842516	7926	922
155382	7	73667831	73672112	4281	1618
155400	7	75410368	75416597	6229	1535
155435	7	155644451	155781485	137034	1404
155465	7	16859412	16881987	22575	738
1555	19	40991282	41018398	27116	3071
1557	10	94762681	94855547	92866	1417
1558	10	95036772	95069497	32725	1924
1559	10	94938658	94990091	51433	1431
156	11	67266473	67286556	20083	3403
1562	10	94683729	94736190	52461	2310
1564	22	42140203	42149500	9297	692
1565	22	42126499	42130865	4366	1367
157	22	25564675	25729294	164619	9277
1571	10	133520406	133561220	40814	1912
1572	19	41114432	41128381	13949	930
157285	8	8317736	8386439	68703	4845
1573	1	59893308	59926773	33465	1879
157310	8	22713251	23000000	286749	901
157313	8	25459199	25507911	48712	464
157376	8	124044395	124171529	127134	1746
157378	8	124306189	124372701	66512	9038
157381	8	124823702	124962531	138829	848
157506	8	73294602	73325281	30679	3959
157542	8	144449582	144465430	15848	2020
157567	8	100509752	100559784	50032	1686
157570	8	27771949	27812640	40691	698
157574	8	28348287	28490278	141991	2983
1576	7	99756960	99784248	27288	2342
157627	8	9899744	9919233	19489	3260
157638	8	126552443	126558478	6035	5488
157657	8	95244913	95269201	24288	3340
157680	8	99013266	99877580	864314	5625
