Trait	Network	DensityRare	DensityCommon	DensityShared	Repeat	similarity
nearestGene_EFO_0006525_GCST90179151	pcnet2	0.045351473922902494	0.036281179138321996	0.04195011337868481	1	0.4932151196090601
nearestGene_EFO_0004343_GCST90278649	pcnet2	0.1111111111111111	0.0	0.041666666666666664	1	0.4932151196090601
nearestGene_EFO_0004741_GCST90278623	pcnet2	0.01020408163265306	0.011834319526627219	0.01646090534979424	1	0.4932151196090601
nearestGene_EFO_0600008_GCST90268467	pcnet2	0.4444444444444444	0.125	0.3673469387755102	1	0.4932151196090601
nearestGene_EFO_0007850_GCST90281274	pcnet2	0.0	0.0	0.0	1	0.4932151196090601
nearestGene_EFO_0004741_GCST008062	pcnet2	0.014568158168574402	0.012855831037649219	0.0166015625	1	0.4279875569783799
nearestGene_EFO_0005213_GCST90000654	pcnet2	0.060941828254847646	0.018518518518518517	0.045288531775018265	1	0.4279875569783799
nearestGene_EFO_0010156_GCST010572	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0005213_GCST009414	pcnet2	0.0	0.08163265306122448	0.05333333333333334	1	0.4279875569783799
nearestGene_EFO_0005213_GCST006366	pcnet2	0.0	0.0	0.03125	1	0.4279875569783799
nearestGene_EFO_0006501_GCST010536	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0006501_GCST010538	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0006501_GCST010541	pcnet2	0.125	0.0	0.08163265306122448	1	0.4279875569783799
nearestGene_EFO_0006332_GCST90100525	pcnet2	0.0	0.0	0.0625	1	0.4279875569783799
nearestGene_EFO_0005266_GCST90100532	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0005266_GCST90100553	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0008036_GCST90094959	pcnet2	0.32	0.2222222222222222	0.21875	1	0.4279875569783799
nearestGene_EFO_0008036_GCST90094960	pcnet2	0.25	0.375	0.21875	1	0.4279875569783799
nearestGene_EFO_0009863_GCST007710	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0006525_GCST007459	pcnet2	0.049586776859504134	0.04081632653061224	0.0352	1	0.4279875569783799
nearestGene_EFO_0007117_GCST90100572	pcnet2	0.0625	0.0	0.02040816326530612	1	0.4279875569783799
nearestGene_EFO_0007117_GCST90100573	pcnet2	0.024691358024691357	0.0	0.01020408163265306	1	0.4279875569783799
nearestGene_EFO_0007117_GCST90100574	pcnet2	0.04081632653061224	0.0	0.023668639053254437	1	0.4279875569783799
nearestGene_EFO_0007117_GCST90092502	pcnet2	0.035555555555555556	0.01020408163265306	0.028537455410225922	1	0.4279875569783799
nearestGene_EFO_0007117_GCST90092503	pcnet2	0.0	0.0078125	0.009765625	1	0.4279875569783799
nearestGene_EFO_0007117_GCST90092504	pcnet2	0.01020408163265306	0.0	0.0054869684499314125	1	0.4279875569783799
nearestGene_EFO_0007117_GCST90092505	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0005423_GCST008789	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0005423_GCST008788	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0000731_GCST009158	pcnet2	0.023668639053254437	0.03305785123966942	0.020833333333333332	1	0.4279875569783799
nearestGene_EFO_0004343_GCST008996	pcnet2	0.02970679012345679	0.03474447630291786	0.031530111256249715	1	0.4279875569783799
nearestGene_EFO_0004343_GCST008997	pcnet2	0.0104	0.029958677685950414	0.021729289271163424	1	0.4279875569783799
nearestGene_EFO_0004343_GCST008998	pcnet2	0.02	0.035555555555555556	0.035918367346938776	1	0.4279875569783799
nearestGene_EFO_0004343_GCST90103754	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0010225_GCST90060151	pcnet2	0.0	0.0	0.1111111111111111	1	0.4279875569783799
nearestGene_EFO_0010225_GCST90060164	pcnet2	0.0	0.2222222222222222	0.08163265306122448	1	0.4279875569783799
nearestGene_EFO_0010821_GCST90016673	pcnet2	0.16	0.0	0.07407407407407407	1	0.4279875569783799
nearestGene_EFO_0004887_GCST90093316	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0004741_GCST90103632	pcnet2	0.016646848989298454	0.014568158168574402	0.01888888888888889	1	0.4279875569783799
nearestGene_EFO_0004237_GCST90018627	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0000731_GCST90018714	pcnet2	0.04081632653061224	0.0	0.04081632653061224	1	0.4279875569783799
nearestGene_EFO_0004741_GCST90018728	pcnet2	0.0	0.027777777777777776	0.020833333333333332	1	0.4279875569783799
nearestGene_EFO_0004237_GCST90018847	pcnet2	0.04081632653061224	0.0	0.05917159763313609	1	0.4279875569783799
nearestGene_EFO_0000731_GCST90018934	pcnet2	0.0234375	0.1	0.05325443786982249	1	0.4279875569783799
nearestGene_EFO_0004741_GCST90018948	pcnet2	0.03073822121441169	0.019408284023668638	0.0230712890625	1	0.4279875569783799
nearestGene_EFO_0021898_GCST90269581	pcnet2	0.08	0.049586776859504134	0.06802721088435375	1	0.4279875569783799
nearestGene_EFO_0010821_GCST90267352	pcnet2	0.25	0.0	0.12244897959183673	1	0.4279875569783799
nearestGene_EFO_0009397_GCST90267931	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0009397_GCST90267932	pcnet2	0.0	0.0	0.05555555555555555	1	0.4279875569783799
nearestGene_EFO_0009397_GCST90267909	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0009397_GCST90267910	pcnet2	0.0	0.0	0.08	1	0.4279875569783799
nearestGene_EFO_0006525_GCST90179151	pcnet2	0.031746031746031744	0.022675736961451247	0.02834467120181406	1	0.4279875569783799
nearestGene_EFO_0004343_GCST90278649	pcnet2	0.1111111111111111	0.0	0.05555555555555555	1	0.4279875569783799
nearestGene_EFO_0004741_GCST90278623	pcnet2	0.01020408163265306	0.011834319526627219	0.00823045267489712	1	0.4279875569783799
nearestGene_EFO_0600008_GCST90268467	pcnet2	0.4444444444444444	0.125	0.3673469387755102	1	0.4279875569783799
nearestGene_EFO_0007850_GCST90281274	pcnet2	0.0	0.0	0.0	1	0.4279875569783799
nearestGene_EFO_0004741_GCST008062	pcnet2	0.018730489073881373	0.009182736455463728	0.015625	1	0.3771288823978005
nearestGene_EFO_0005213_GCST90000654	pcnet2	0.0332409972299169	0.006172839506172839	0.030679327976625273	1	0.3771288823978005
nearestGene_EFO_0010156_GCST010572	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0005213_GCST009414	pcnet2	0.0	0.04081632653061224	0.035555555555555556	1	0.3771288823978005
nearestGene_EFO_0005213_GCST006366	pcnet2	0.0	0.0	0.03125	1	0.3771288823978005
nearestGene_EFO_0006501_GCST010536	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0006501_GCST010538	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0006501_GCST010541	pcnet2	0.125	0.0	0.08163265306122448	1	0.3771288823978005
nearestGene_EFO_0006332_GCST90100525	pcnet2	0.0	0.0	0.0625	1	0.3771288823978005
nearestGene_EFO_0005266_GCST90100532	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0005266_GCST90100553	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0008036_GCST90094959	pcnet2	0.32	0.0	0.15625	1	0.3771288823978005
nearestGene_EFO_0008036_GCST90094960	pcnet2	0.0	0.375	0.15625	1	0.3771288823978005
nearestGene_EFO_0009863_GCST007710	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0006525_GCST007459	pcnet2	0.06611570247933884	0.04081632653061224	0.0352	1	0.3771288823978005
nearestGene_EFO_0007117_GCST90100572	pcnet2	0.0625	0.0	0.02040816326530612	1	0.3771288823978005
nearestGene_EFO_0007117_GCST90100573	pcnet2	0.024691358024691357	0.0	0.01020408163265306	1	0.3771288823978005
nearestGene_EFO_0007117_GCST90100574	pcnet2	0.04081632653061224	0.0	0.023668639053254437	1	0.3771288823978005
nearestGene_EFO_0007117_GCST90092502	pcnet2	0.017777777777777778	0.01020408163265306	0.02140309155766944	1	0.3771288823978005
nearestGene_EFO_0007117_GCST90092503	pcnet2	0.0	0.0	0.005859375	1	0.3771288823978005
nearestGene_EFO_0007117_GCST90092504	pcnet2	0.0	0.0	0.0054869684499314125	1	0.3771288823978005
nearestGene_EFO_0007117_GCST90092505	pcnet2	0.0	0.0	0.006920415224913495	1	0.3771288823978005
nearestGene_EFO_0005423_GCST008789	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0005423_GCST008788	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0000731_GCST009158	pcnet2	0.011834319526627219	0.03305785123966942	0.020833333333333332	1	0.3771288823978005
nearestGene_EFO_0004343_GCST008996	pcnet2	0.029320987654320986	0.03339517625231911	0.02999864870951759	1	0.3771288823978005
nearestGene_EFO_0004343_GCST008997	pcnet2	0.0096	0.026859504132231406	0.019465821638750568	1	0.3771288823978005
nearestGene_EFO_0004343_GCST008998	pcnet2	0.01	0.02666666666666667	0.031020408163265307	1	0.3771288823978005
nearestGene_EFO_0004343_GCST90103754	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0010225_GCST90060151	pcnet2	0.0	0.0	0.1111111111111111	1	0.3771288823978005
nearestGene_EFO_0010225_GCST90060164	pcnet2	0.0	0.2222222222222222	0.08163265306122448	1	0.3771288823978005
nearestGene_EFO_0010821_GCST90016673	pcnet2	0.16	0.0	0.07407407407407407	1	0.3771288823978005
nearestGene_EFO_0004887_GCST90093316	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0004741_GCST90103632	pcnet2	0.014268727705112961	0.01664932362122789	0.01888888888888889	1	0.3771288823978005
nearestGene_EFO_0004237_GCST90018627	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0000731_GCST90018714	pcnet2	0.0	0.0	0.030612244897959183	1	0.3771288823978005
nearestGene_EFO_0004741_GCST90018728	pcnet2	0.013888888888888888	0.027777777777777776	0.027777777777777776	1	0.3771288823978005
nearestGene_EFO_0004237_GCST90018847	pcnet2	0.04081632653061224	0.0	0.05917159763313609	1	0.3771288823978005
nearestGene_EFO_0000731_GCST90018934	pcnet2	0.015625	0.08	0.04142011834319527	1	0.3771288823978005
nearestGene_EFO_0004741_GCST90018948	pcnet2	0.02922650541698161	0.019408284023668638	0.0225830078125	1	0.3771288823978005
nearestGene_EFO_0021898_GCST90269581	pcnet2	0.06	0.03305785123966942	0.049886621315192746	1	0.3771288823978005
nearestGene_EFO_0010821_GCST90267352	pcnet2	0.25	0.0	0.12244897959183673	1	0.3771288823978005
nearestGene_EFO_0009397_GCST90267931	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0009397_GCST90267932	pcnet2	0.0	0.0	0.05555555555555555	1	0.3771288823978005
nearestGene_EFO_0009397_GCST90267909	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0009397_GCST90267910	pcnet2	0.0	0.0	0.08	1	0.3771288823978005
nearestGene_EFO_0006525_GCST90179151	pcnet2	0.022675736961451247	0.018140589569160998	0.021541950113378686	1	0.3771288823978005
nearestGene_EFO_0004343_GCST90278649	pcnet2	0.05555555555555555	0.0	0.013888888888888888	1	0.3771288823978005
nearestGene_EFO_0004741_GCST90278623	pcnet2	0.030612244897959183	0.023668639053254437	0.01646090534979424	1	0.3771288823978005
nearestGene_EFO_0600008_GCST90268467	pcnet2	0.4444444444444444	0.125	0.3673469387755102	1	0.3771288823978005
nearestGene_EFO_0007850_GCST90281274	pcnet2	0.0	0.0	0.0	1	0.3771288823978005
nearestGene_EFO_0004741_GCST008062	pcnet2	0.012486992715920915	0.011019283746556474	0.0126953125	1	0.3063233508622137
nearestGene_EFO_0005213_GCST90000654	pcnet2	0.0332409972299169	0.0	0.02337472607742878	1	0.3063233508622137
nearestGene_EFO_0010156_GCST010572	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0005213_GCST009414	pcnet2	0.0	0.08163265306122448	0.05333333333333334	1	0.3063233508622137
nearestGene_EFO_0005213_GCST006366	pcnet2	0.0	0.0	0.03125	1	0.3063233508622137
nearestGene_EFO_0006501_GCST010536	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0006501_GCST010538	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0006501_GCST010541	pcnet2	0.125	0.0	0.08163265306122448	1	0.3063233508622137
nearestGene_EFO_0006332_GCST90100525	pcnet2	0.0	0.0	0.0625	1	0.3063233508622137
nearestGene_EFO_0005266_GCST90100532	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0005266_GCST90100553	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0008036_GCST90094959	pcnet2	0.32	0.0	0.125	1	0.3063233508622137
nearestGene_EFO_0008036_GCST90094960	pcnet2	0.0	0.375	0.125	1	0.3063233508622137
nearestGene_EFO_0009863_GCST007710	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0006525_GCST007459	pcnet2	0.049586776859504134	0.01020408163265306	0.0224	1	0.3063233508622137
nearestGene_EFO_0007117_GCST90100572	pcnet2	0.03125	0.0	0.030612244897959183	1	0.3063233508622137
nearestGene_EFO_0007117_GCST90100573	pcnet2	0.024691358024691357	0.0	0.01020408163265306	1	0.3063233508622137
nearestGene_EFO_0007117_GCST90100574	pcnet2	0.0	0.0	0.03550295857988166	1	0.3063233508622137
nearestGene_EFO_0007117_GCST90092502	pcnet2	0.008888888888888889	0.01020408163265306	0.019024970273483946	1	0.3063233508622137
nearestGene_EFO_0007117_GCST90092503	pcnet2	0.0078125	0.0	0.0078125	1	0.3063233508622137
nearestGene_EFO_0007117_GCST90092504	pcnet2	0.0	0.0	0.0027434842249657062	1	0.3063233508622137
nearestGene_EFO_0007117_GCST90092505	pcnet2	0.0	0.0	0.006920415224913495	1	0.3063233508622137
nearestGene_EFO_0005423_GCST008789	pcnet2	0.04081632653061224	0.0	0.011834319526627219	1	0.3063233508622137
nearestGene_EFO_0005423_GCST008788	pcnet2	0.125	0.0	0.04081632653061224	1	0.3063233508622137
nearestGene_EFO_0000731_GCST009158	pcnet2	0.023668639053254437	0.0	0.013888888888888888	1	0.3063233508622137
nearestGene_EFO_0004343_GCST008996	pcnet2	0.029320987654320986	0.03305785123966942	0.029548218548714023	1	0.3063233508622137
nearestGene_EFO_0004343_GCST008997	pcnet2	0.0112	0.030991735537190084	0.020144861928474422	1	0.3063233508622137
nearestGene_EFO_0004343_GCST008998	pcnet2	0.015	0.044444444444444446	0.03428571428571429	1	0.3063233508622137
nearestGene_EFO_0004343_GCST90103754	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0010225_GCST90060151	pcnet2	0.0	0.0	0.1111111111111111	1	0.3063233508622137
nearestGene_EFO_0010225_GCST90060164	pcnet2	0.0	0.2222222222222222	0.08163265306122448	1	0.3063233508622137
nearestGene_EFO_0010821_GCST90016673	pcnet2	0.08	0.0	0.04938271604938271	1	0.3063233508622137
nearestGene_EFO_0004887_GCST90093316	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0004741_GCST90103632	pcnet2	0.009512485136741973	0.014568158168574402	0.015	1	0.3063233508622137
nearestGene_EFO_0004237_GCST90018627	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0000731_GCST90018714	pcnet2	0.0	0.0	0.030612244897959183	1	0.3063233508622137
nearestGene_EFO_0004741_GCST90018728	pcnet2	0.013888888888888888	0.013888888888888888	0.03125	1	0.3063233508622137
nearestGene_EFO_0004237_GCST90018847	pcnet2	0.04081632653061224	0.0	0.03550295857988166	1	0.3063233508622137
nearestGene_EFO_0000731_GCST90018934	pcnet2	0.015625	0.08	0.038461538461538464	1	0.3063233508622137
nearestGene_EFO_0004741_GCST90018948	pcnet2	0.027714789619551525	0.016568047337278107	0.0228271484375	1	0.3063233508622137
nearestGene_EFO_0021898_GCST90269581	pcnet2	0.06	0.01652892561983471	0.036281179138321996	1	0.3063233508622137
nearestGene_EFO_0010821_GCST90267352	pcnet2	0.125	0.0	0.04081632653061224	1	0.3063233508622137
nearestGene_EFO_0009397_GCST90267931	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0009397_GCST90267932	pcnet2	0.0	0.0	0.05555555555555555	1	0.3063233508622137
nearestGene_EFO_0009397_GCST90267909	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0009397_GCST90267910	pcnet2	0.0	0.0	0.08	1	0.3063233508622137
nearestGene_EFO_0006525_GCST90179151	pcnet2	0.027210884353741496	0.0045351473922902496	0.01927437641723356	1	0.3063233508622137
nearestGene_EFO_0004343_GCST90278649	pcnet2	0.05555555555555555	0.0	0.013888888888888888	1	0.3063233508622137
nearestGene_EFO_0004741_GCST90278623	pcnet2	0.01020408163265306	0.023668639053254437	0.00823045267489712	1	0.3063233508622137
nearestGene_EFO_0600008_GCST90268467	pcnet2	0.2222222222222222	0.125	0.32653061224489793	1	0.3063233508622137
nearestGene_EFO_0007850_GCST90281274	pcnet2	0.0	0.0	0.0	1	0.3063233508622137
nearestGene_EFO_0004741_GCST008062	pcnet2	0.006243496357960458	0.012855831037649219	0.01318359375	1	0.2480711698331922
nearestGene_EFO_0005213_GCST90000654	pcnet2	0.0221606648199446	0.006172839506172839	0.020452885317750184	1	0.2480711698331922
nearestGene_EFO_0010156_GCST010572	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0005213_GCST009414	pcnet2	0.0	0.0	0.008888888888888889	1	0.2480711698331922
nearestGene_EFO_0005213_GCST006366	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0006501_GCST010536	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0006501_GCST010538	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0006501_GCST010541	pcnet2	0.125	0.0	0.08163265306122448	1	0.2480711698331922
nearestGene_EFO_0006332_GCST90100525	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0005266_GCST90100532	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0005266_GCST90100553	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0008036_GCST90094959	pcnet2	0.16	0.0	0.0625	1	0.2480711698331922
nearestGene_EFO_0008036_GCST90094960	pcnet2	0.0	0.25	0.0625	1	0.2480711698331922
nearestGene_EFO_0009863_GCST007710	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0006525_GCST007459	pcnet2	0.03305785123966942	0.01020408163265306	0.016	1	0.2480711698331922
nearestGene_EFO_0007117_GCST90100572	pcnet2	0.0	0.05555555555555555	0.030612244897959183	1	0.2480711698331922
nearestGene_EFO_0007117_GCST90100573	pcnet2	0.024691358024691357	0.0	0.01020408163265306	1	0.2480711698331922
nearestGene_EFO_0007117_GCST90100574	pcnet2	0.0	0.0	0.03550295857988166	1	0.2480711698331922
nearestGene_EFO_0007117_GCST90092502	pcnet2	0.0	0.01020408163265306	0.014268727705112961	1	0.2480711698331922
nearestGene_EFO_0007117_GCST90092503	pcnet2	0.0078125	0.0	0.005859375	1	0.2480711698331922
nearestGene_EFO_0007117_GCST90092504	pcnet2	0.0	0.011834319526627219	0.00823045267489712	1	0.2480711698331922
nearestGene_EFO_0007117_GCST90092505	pcnet2	0.0	0.04081632653061224	0.020761245674740483	1	0.2480711698331922
nearestGene_EFO_0005423_GCST008789	pcnet2	0.04081632653061224	0.0	0.011834319526627219	1	0.2480711698331922
nearestGene_EFO_0005423_GCST008788	pcnet2	0.125	0.0	0.04081632653061224	1	0.2480711698331922
nearestGene_EFO_0000731_GCST009158	pcnet2	0.011834319526627219	0.0	0.003472222222222222	1	0.2480711698331922
nearestGene_EFO_0004343_GCST008996	pcnet2	0.03510802469135803	0.029684601113172542	0.02972839061303545	1	0.2480711698331922
nearestGene_EFO_0004343_GCST008997	pcnet2	0.0112	0.024793388429752067	0.017881394296061566	1	0.2480711698331922
nearestGene_EFO_0004343_GCST008998	pcnet2	0.035	0.035555555555555556	0.044081632653061226	1	0.2480711698331922
nearestGene_EFO_0004343_GCST90103754	pcnet2	0.0	0.0	0.011834319526627219	1	0.2480711698331922
nearestGene_EFO_0010225_GCST90060151	pcnet2	0.0	0.2222222222222222	0.1111111111111111	1	0.2480711698331922
nearestGene_EFO_0010225_GCST90060164	pcnet2	0.0	0.2222222222222222	0.04081632653061224	1	0.2480711698331922
nearestGene_EFO_0010821_GCST90016673	pcnet2	0.16	0.0	0.09876543209876543	1	0.2480711698331922
nearestGene_EFO_0004887_GCST90093316	pcnet2	0.0	0.0	0.05555555555555555	1	0.2480711698331922
nearestGene_EFO_0004741_GCST90103632	pcnet2	0.007134363852556481	0.01040582726326743	0.011666666666666667	1	0.2480711698331922
nearestGene_EFO_0004237_GCST90018627	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0000731_GCST90018714	pcnet2	0.0	0.0	0.01020408163265306	1	0.2480711698331922
nearestGene_EFO_0004741_GCST90018728	pcnet2	0.0	0.0	0.010416666666666666	1	0.2480711698331922
nearestGene_EFO_0004237_GCST90018847	pcnet2	0.04081632653061224	0.0	0.011834319526627219	1	0.2480711698331922
nearestGene_EFO_0000731_GCST90018934	pcnet2	0.0234375	0.06	0.03254437869822485	1	0.2480711698331922
nearestGene_EFO_0004741_GCST90018948	pcnet2	0.02670697908793147	0.014674556213017751	0.021728515625	1	0.2480711698331922
nearestGene_EFO_0021898_GCST90269581	pcnet2	0.06	0.01652892561983471	0.04081632653061224	1	0.2480711698331922
nearestGene_EFO_0010821_GCST90267352	pcnet2	0.125	0.0	0.04081632653061224	1	0.2480711698331922
nearestGene_EFO_0009397_GCST90267931	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0009397_GCST90267932	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0009397_GCST90267909	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0009397_GCST90267910	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0006525_GCST90179151	pcnet2	0.027210884353741496	0.0	0.018140589569160998	1	0.2480711698331922
nearestGene_EFO_0004343_GCST90278649	pcnet2	0.05555555555555555	0.0	0.027777777777777776	1	0.2480711698331922
nearestGene_EFO_0004741_GCST90278623	pcnet2	0.01020408163265306	0.011834319526627219	0.013717421124828532	1	0.2480711698331922
nearestGene_EFO_0600008_GCST90268467	pcnet2	0.2222222222222222	0.25	0.2857142857142857	1	0.2480711698331922
nearestGene_EFO_0007850_GCST90281274	pcnet2	0.0	0.0	0.0	1	0.2480711698331922
nearestGene_EFO_0004741_GCST008062	pcnet2	0.008324661810613945	0.012855831037649219	0.0087890625	1	0.2014643542078182
nearestGene_EFO_0005213_GCST90000654	pcnet2	0.00554016620498615	0.012345679012345678	0.016070124178232285	1	0.2014643542078182
nearestGene_EFO_0010156_GCST010572	pcnet2	0.2222222222222222	0.0	0.05555555555555555	1	0.2014643542078182
nearestGene_EFO_0005213_GCST009414	pcnet2	0.03125	0.08163265306122448	0.02666666666666667	1	0.2014643542078182
nearestGene_EFO_0005213_GCST006366	pcnet2	0.0	0.0	0.03125	1	0.2014643542078182
nearestGene_EFO_0006501_GCST010536	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0006501_GCST010538	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0006501_GCST010541	pcnet2	0.0	0.0	0.04081632653061224	1	0.2014643542078182
nearestGene_EFO_0006332_GCST90100525	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0005266_GCST90100532	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0005266_GCST90100553	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0008036_GCST90094959	pcnet2	0.16	0.0	0.0625	1	0.2014643542078182
nearestGene_EFO_0008036_GCST90094960	pcnet2	0.0	0.25	0.0625	1	0.2014643542078182
nearestGene_EFO_0009863_GCST007710	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0006525_GCST007459	pcnet2	0.03305785123966942	0.01020408163265306	0.016	1	0.2014643542078182
nearestGene_EFO_0007117_GCST90100572	pcnet2	0.0	0.0	0.01020408163265306	1	0.2014643542078182
nearestGene_EFO_0007117_GCST90100573	pcnet2	0.0	0.0	0.01020408163265306	1	0.2014643542078182
nearestGene_EFO_0007117_GCST90100574	pcnet2	0.0	0.0	0.023668639053254437	1	0.2014643542078182
nearestGene_EFO_0007117_GCST90092502	pcnet2	0.017777777777777778	0.02040816326530612	0.019024970273483946	1	0.2014643542078182
nearestGene_EFO_0007117_GCST90092503	pcnet2	0.0078125	0.0078125	0.005859375	1	0.2014643542078182
nearestGene_EFO_0007117_GCST90092504	pcnet2	0.01020408163265306	0.0	0.00823045267489712	1	0.2014643542078182
nearestGene_EFO_0007117_GCST90092505	pcnet2	0.0	0.0	0.01384083044982699	1	0.2014643542078182
nearestGene_EFO_0005423_GCST008789	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0005423_GCST008788	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0000731_GCST009158	pcnet2	0.011834319526627219	0.01652892561983471	0.020833333333333332	1	0.2014643542078182
nearestGene_EFO_0004343_GCST008996	pcnet2	0.02816358024691358	0.024624725923427224	0.025674519165803343	1	0.2014643542078182
nearestGene_EFO_0004343_GCST008997	pcnet2	0.0096	0.02169421487603306	0.013580805794477138	1	0.2014643542078182
nearestGene_EFO_0004343_GCST008998	pcnet2	0.02	0.035555555555555556	0.024489795918367346	1	0.2014643542078182
nearestGene_EFO_0004343_GCST90103754	pcnet2	0.0	0.0	0.011834319526627219	1	0.2014643542078182
nearestGene_EFO_0010225_GCST90060151	pcnet2	0.0	0.0	0.05555555555555555	1	0.2014643542078182
nearestGene_EFO_0010225_GCST90060164	pcnet2	0.0	0.2222222222222222	0.04081632653061224	1	0.2014643542078182
nearestGene_EFO_0010821_GCST90016673	pcnet2	0.08	0.0	0.024691358024691357	1	0.2014643542078182
nearestGene_EFO_0004887_GCST90093316	pcnet2	0.0	0.0	0.05555555555555555	1	0.2014643542078182
nearestGene_EFO_0004741_GCST90103632	pcnet2	0.007134363852556481	0.02081165452653486	0.015	1	0.2014643542078182
nearestGene_EFO_0004237_GCST90018627	pcnet2	0.0	0.0	0.0	1	0.2014643542078182
nearestGene_EFO_0000731_GCST90018714	pcnet2	0.04081632653061224	0.04081632653061224	0.05102040816326531	1	0.2014643542078182
nearestGene_EFO_0004741_GCST90018728	pcnet2	0.0	0.0	0.003472222222222222	1	0.2014643542078182
nearestGene_EFO_0004237_GCST90018847	pcnet2	0.08163265306122448	0.0	0.03550295857988166	1	0.2014643542078182
nearestGene_EFO_0000731_GCST90018934	pcnet2	0.0234375	0.06	0.038461538461538464	1	0.2014643542078182
nearestGene_EFO_0004741_GCST90018948	pcnet2	0.022675736961451247	0.024615384615384615	0.0218505859375	1	0.2014643542078182
